"*Action(SiteID=US|Country=US|Currency=USD|Version=1193|CC=UTF-8)","CustomLabel","*Category","*Title","*ConditionID","PicURL","*Description","*Format","*Duration","*StartPrice","*Quantity","*Location","ShippingType","ShippingService-1:Option","ShippingService-1:Cost","*DispatchTimeMax","*ReturnsAcceptedOption"
"Add","1996-atlanta-summer-games-publication","73430","1996 Atlanta Olympics Basketball Ticket Lot Georgia Dome Aug 1","3000","https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/atlanta-summer-games-96-front-fan.jpg|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/atlanta-summer-games-96-front.jpg|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/atlanta-summer-games-96-verso-2.jpg|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/atlanta-summer-games-96-verso.jpg","<p><strong>1996 Atlanta Summer Games Basketball Ticket Lot</strong></p><ul><li>XXVI Olympiad basketball tickets for the Georgia Dome in Atlanta, Georgia.</li><li>Printed details include August 1 at 10:00 AM, aisle U26, section 326, row 13, seat 11, and a $16.00 face value.</li></ul><p><strong>Condition Notes</strong></p><ul><li>Multiple paper tickets show visible edge handling and a folded or stacked presentation.</li><li>Printed event and seating details remain legible.</li></ul><p>Please review all photos carefully before purchase.</p>","FixedPrice","GTC","24.99","1","Kansas City, MO","Flat","USPSPriority","9.75","1","ReturnsNotAccepted"
"Add","mlb-all-star-game-ticket-stub-and-program","64490","2008 MLB All-Star Game Yankee Stadium Official Program Ticket Package","3000","https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/mlb-all-star-game-stub-and-program-detail-1.jpg|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/mlb-all-star-game-stub-and-program-detail-2-5.jpg|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/mlb-all-star-game-stub-and-program-detail-2.jpg|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/mlb-all-star-game-stub-and-program-detail-3.JPG|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/mlb-all-star-game-stub-and-program-detail-thickness.jpg|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/mlb-all-star-game-stub-and-program-front.jpg|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/mlb-all-star-game-stub-and-program-thickness-2.jpg|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/mlb-all-star-game-stub-and-program-verso.jpg","<p><strong>2008 MLB All-Star Game Official Program and Ticket Package</strong></p><ul><li>Limited Stadium Edition from the July 15, 2008 MLB All-Star Game at Yankee Stadium in New York City.</li><li>Visible package text includes Official Program, Gate 6, and special pre-game ceremony.</li></ul><p><strong>Condition Notes</strong></p><ul><li>The program and ticket are photographed in the original plastic.</li><li>The plastic is wrinkled and may obscure minor paper wear; no mint-condition claim is made.</li></ul><p>Please review all photos carefully before purchase.</p>","FixedPrice","GTC","24.99","1","Kansas City, MO","Flat","USPSPriority","9.75","1","ReturnsNotAccepted"
"Add","toronto-blue-jays-hot-wheels-die-cast-vehicle","50133","Toronto Blue Jays Hot Wheels Die-Cast Car 25th Season Sealed Package","1000","https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/toronto-blue-jays-hot-wheels-detail.jpg|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/toronto-blue-jays-hot-wheels-front-2.jpg|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/toronto-blue-jays-hot-wheels-front.jpg|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/toronto-blue-jays-hot-wheels-top.jpg|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/toronto-blue-jays-hot-wheels-verso.jpg","<p><strong>Toronto Blue Jays Hot Wheels Die-Cast Vehicle</strong></p><ul><li>Mattel Hot Wheels vehicle in Toronto Blue Jays 25th-season packaging.</li><li>Package artwork includes Blue Jays logos and the phrase A summer tradition since 1977.</li></ul><p><strong>Condition Notes</strong></p><ul><li>The blister package is sealed and photographed from multiple angles.</li><li>The card and blister show light storage wear; the vehicle has not been inspected loose.</li></ul><p>Please review all photos carefully before purchase.</p>","FixedPrice","GTC","24.99","1","Kansas City, MO","Flat","USPSPriority","9.75","1","ReturnsNotAccepted"
"Add","1998-ncaa-womens-final-four-ticket-stubs","50132","1998 NCAA Women's Final Four Ticket Stubs Kemper Arena Kansas City","3000","https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/98-ncaa-womens-ff-ticket-stubs-front.jpg|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/98-ncaa-womens-ff-ticket-stubs-inner.jpg|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/98-ncaa-womens-ff-ticket-stubs-verso.jpg","<p><strong>1998 NCAA Women's Final Four Ticket Stubs</strong></p><ul><li>Ticket stubs for March 27 and March 29, 1998 at Kemper Arena in Kansas City, Missouri.</li><li>Big 12 Conference host text is visible.</li></ul><p><strong>Condition Notes</strong></p><ul><li>The ticket stack appears clean but handled.</li><li>Review the photos for the exact condition of edges and perforations.</li></ul><p>Please review all photos carefully before purchase.</p>","FixedPrice","GTC","19.99","1","Kansas City, MO","Flat","USPSPriority","9.75","1","ReturnsNotAccepted"
"Add","2001-sports-illustrated-dale-earnhardt-memorial","64488","2001 Sports Illustrated Dale Earnhardt Memorial Death of a Champion","3000","https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/si-dale-earnhardt-memorial-2001-front.jpg|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/si-dale-earnhardt-memorial-2001-inner.jpg|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/si-dale-earnhardt-memorial-2001-verso.jpg","<p><strong>2001 Sports Illustrated Dale Earnhardt Memorial Issue</strong></p><ul><li>Sports Illustrated memorial issue featuring Dale Earnhardt.</li><li>The cover reads Death of a Champion.</li></ul><p><strong>Condition Notes</strong></p><ul><li>The cover shows minor handling and edge wear.</li><li>The magazine is shown with a ruler at approximately 8.5 by 11 inches.</li></ul><p>Please review all photos carefully before purchase.</p>","FixedPrice","GTC","16.99","1","Kansas City, MO","Flat","USPSPriority","9.75","1","ReturnsNotAccepted"
"Add","1990-kc-royals-yearbook","64491","1990 Kansas City Royals Official Yearbook MLB Baseball","3000","https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/90-kc-royals-yearbook-front.jpg|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/90-kc-royals-yearbook-inner-1.jpg|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/90-kc-royals-yearbook-inner-2.jpg|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/90-kc-royals-yearbook-verso.jpg","<p><strong>1990 Kansas City Royals Yearbook</strong></p><ul><li>Kansas City Royals team yearbook from the 1990 MLB season.</li><li>The cover title and original printed price of $5.00 are visible.</li></ul><p><strong>Condition Notes</strong></p><ul><li>Used softcover publication with cover wear and edge and corner handling.</li><li>Front, interior pages, and back cover are photographed.</li></ul><p>Please review all photos carefully before purchase.</p>","FixedPrice","GTC","14.99","1","Kansas City, MO","Flat","USPSPriority","9.75","1","ReturnsNotAccepted"
"Add","2002-cmh-golf-classic","73430","2002 Children's Mercy Hospital Golf Classic Stone Coaster Blue Hills","3000","https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/cmh-golf-classic-2002-bhcc-detail.jpg|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/cmh-golf-classic-2002-bhcc-front.jpg|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/cmh-golf-classic-2002-bhcc-measured.jpg|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/cmh-golf-classic-2002-bhcc-verso.jpg","<p><strong>2002 Children's Mercy Hospital Golf Classic Coaster</strong></p><ul><li>Rigid commemorative stone-style coaster from the June 18, 2002 event at Blue Hills Country Club.</li><li>The illustrated front names Arnold, Lee, Tom, Jack, and Gary; the back has a black felt covering.</li></ul><p><strong>Condition Notes</strong></p><ul><li>Visible age and storage discoloration or spotting appears on the illustrated face.</li><li>Measurements and edge condition are shown in the photos.</li></ul><p>Please review all photos carefully before purchase.</p>","FixedPrice","GTC","14.99","1","Kansas City, MO","Flat","USPSPriority","9.75","1","ReturnsNotAccepted"
"Add","mlb-25-patch","64484","MLB 25 Commemorative Embroidered Patch National League Licensed","3000","https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/mlb-25-patch-back.jpg|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/mlb-25-patch-detail.jpg|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/mlb-25-patch-front.jpg|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/mlb-25-patch-side.jpg","<p><strong>MLB 25 Commemorative Embroidered Patch</strong></p><ul><li>Embroidered MLB 25 patch or emblem with MLB and National League branding.</li><li>Reverse text identifies it as an embroidered emblem officially licensed by Major League Baseball Properties.</li></ul><p><strong>Condition Notes</strong></p><ul><li>The patch appears unused or minimally handled in clear packaging.</li><li>Packaging reflections and edge condition are visible in the photos.</li></ul><p>Please review all photos carefully before purchase.</p>","FixedPrice","GTC","14.99","1","Kansas City, MO","Flat","USPSPriority","9.75","1","ReturnsNotAccepted"
"Add","1998-mlb-all-star-game-nyc-patch","64484","1998 MLB All-Star Game New York City Commemorative Embroidered Patch","3000","https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/mlb-all-star-game-98-nyc-patch-back.jpg|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/mlb-all-star-game-98-nyc-patch-details.jpg|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/mlb-all-star-game-98-nyc-patch-front.jpg","<p><strong>1998 MLB All-Star Game New York City Patch</strong></p><ul><li>Commemorative embroidered patch or emblem from the 1998 MLB All-Star Game in New York City.</li><li>Major League Baseball Collectibles header and National League branding are visible on the package.</li></ul><p><strong>Condition Notes</strong></p><ul><li>The packaged patch appears clean.</li><li>The packaging shows ordinary handling and storage wear.</li></ul><p>Please review all photos carefully before purchase.</p>","FixedPrice","GTC","14.99","1","Kansas City, MO","Flat","USPSPriority","9.75","1","ReturnsNotAccepted"
"Add","2001-nascar-illustrated-earnhardt-memorial","64488","2001 NASCAR Illustrated Dale Earnhardt Memorial Special Issue Magazine","3000","https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/nascar-illustrated-earnhardt-memorial-2001-detail-upc.jpg|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/nascar-illustrated-earnhardt-memorial-2001-front.jpg|https://pub-d20e9b83446841a986f4f36061db36b4.r2.dev/generic-memorabilia/nascar-illustrated-earnhardt-memorial-2001-verso.jpg","<p><strong>2001 NASCAR Illustrated Dale Earnhardt Memorial Issue</strong></p><ul><li>NASCAR Illustrated special memorial issue for Dale Earnhardt.</li><li>The front cover, back cover, and UPC are photographed.</li></ul><p><strong>Condition Notes</strong></p><ul><li>The magazine shows ordinary shelf and storage handling.</li><li>Review the photos for exact cover, spine, edge, and corner condition.</li></ul><p>Please review all photos carefully before purchase.</p>","FixedPrice","GTC","14.99","1","Kansas City, MO","Flat","USPSPriority","9.75","1","ReturnsNotAccepted"
